Symbol	RAPdb	MSU
Osppc4	Os01g0208700	LOC_Os01g11054
OsPPDKA	Os03g0432100	LOC_Os03g31750
OspPGM	Os10g0189100	LOC_Os10g11140
OsPPi-PFK	Os05g0194900	LOC_Os05g10650
OsPPKL2	Os05g0144400	LOC_Os05g05240
OsPPKL3	Os12g0617900	LOC_Os12g42310
OspPLAIIIalpha	Os03g0254400	LOC_Os03g14950
OsPPR1	Os09g0413300	LOC_Os09g24680
OsPPR6	Os05g0574800	LOC_Os05g49920
OsPPR676	Os03g0215900	LOC_Os03g11670
OsPPT1	Os08g0322600	LOC_Os08g23320
OsPR10a|PBZ1	Os12g0555500	LOC_Os12g36880
OsPR10b|OsPBZc	Os12g0555200	LOC_Os12g36850
OsPR1a|OsSCP	Os07g0129200	LOC_Os07g03710
OsPR1b	Os01g0382000	LOC_Os01g28450
OsPR5|Pir2|PR-5|PR5-1	Os12g0628600	LOC_Os12g43380|LOC_Os12g43430
OsPRA1	Os05g0474400	LOC_Os05g39670
OsPRA2	Os06g0714600	LOC_Os06g50060
OsPRAGL	Os12g0197100	LOC_Os12g09540
OsPRI1	Os08g0138500	LOC_Os08g04390
OsPrk	Os02g0698000	LOC_Os02g47020
OsProDH	Os10g0550900	LOC_Os10g40360
OsProT|ProT	Os03g0644400	LOC_Os03g44230
OsPRP|RePRP1.1	Os05g0226900	LOC_Os05g13900
OsPRP3	Os10g0148100	LOC_Os10g05750
OsPRR1	Os02g0618200	LOC_Os02g40510
OsPS1|OsOSC7	Os11g0189600	LOC_Os11g08569
OsPsbS|psbS1	Os01g0869800	LOC_Os01g64960
OsPSK	Os06g0633300	LOC_Os06g42680
OsPSY|OsPSY3	Os09g0555500	LOC_Os09g38320
OspTAC2	Os03g0824100	LOC_Os03g60910
OsPTF1	Os06g0193400	LOC_Os06g09370
OsPti1a	Os05g0135800	LOC_Os05g04520
OsPTP1	Os12g0174800	LOC_Os12g07590
OsPTP2	Os11g0180200	LOC_Os11g07850
OsPTR6|PTR6|OsNPF7.3	Os04g0597800	LOC_Os04g50950
OsPTR7|OsNPF8.1	Os01g0142800	LOC_Os01g04950
OsPTR9|OsNPF8.20	Os06g0706400	LOC_Os06g49250
OsPUB12	Os06g0102700|Os06g0102750	LOC_Os06g01304
OsPUB15	Os08g0110500	LOC_Os08g01900
OsPUB2	Os05g0476700	LOC_Os05g39930
OsPUB3	Os01g0823900	LOC_Os01g60860
OsPUB44	Os05g0439400	LOC_Os05g36360
OsPuf4	Os12g0488900	LOC_Os12g30520
OsPUL	None	None
OsPUP7	Os05g0556800	LOC_Os05g48300
OsPUT1	Os02g0700500	LOC_Os02g47210
OsPUT2	Os12g0580400	LOC_Os12g39080
OsPUT3	Os10g0476300	LOC_Os10g33650
OsPYL|RCAR5	Os05g0213500	LOC_Os05g12260
OsPYL1	Os10g0573400	LOC_Os10g42280
OsRA2	Os01g0169400	LOC_Os01g07480
OsRAA1	Os01g0257300	LOC_Os01g15340
OsRab11	Os06g0551400	LOC_Os06g35814
OsRab5a|gpa1|glup4	Os12g0631100	LOC_Os12g43550
OsRab6a	Os03g0191400	LOC_Os03g09140
OsRab7|OsRab7B3	Os05g0516600	LOC_Os05g44050
OsRac1	Os01g0229400	LOC_Os01g12900
OsRacB	Os02g0120800	LOC_Os02g02840
OsRacD|OsRac5	Os02g0834000	LOC_Os02g58730
OsRacGEF1	Os01g0849100	LOC_Os01g62990
OsRacGEF2	Os09g0544800	LOC_Os09g37270
OsRACK1A	Os01g0686800	LOC_Os01g49290
OsRAD1	Os06g0132600	LOC_Os06g04190
OsRAD21-1	Os01g0897800	LOC_Os01g67250
OsRAD21-2	Os04g0488100	LOC_Os04g41110
OsRAD21-3	Os08g0266700	LOC_Os08g16610
OsRad21-4|OsREC8	Os05g0580500	LOC_Os05g50410
osRAD23	Os09g0407200	LOC_Os09g24200
OsRad51|OsRad51A1	Os11g0615800	LOC_Os11g40150
OsRad51A2	Os12g0497300	LOC_Os12g31370
OsRAD51D	Os09g0104200	LOC_Os09g01680
OsRad52	None	None
OsRad6	Os03g0791800	LOC_Os03g57790
OsRad9	Os03g0345100	LOC_Os03g22450
OsRAF|OsLG3	Os03g0183000	LOC_Os03g08470
OsRALyase	Os02g0493100	LOC_Os02g29150
OsRAN2	Os05g0574500	LOC_Os05g49890
OsRap2.6	Os04g0398000	LOC_Os04g32620
OsRAR1	Os02g0535400	LOC_Os02g33180
OsRAV2	Os01g0141000	LOC_Os01g04800
OsrbcL1	Os10g0356000	LOC_Os10g21268
OsRBCS1	Os02g0152400	LOC_Os02g05830
OsRBCS2	Os12g0274700	LOC_Os12g17600
OsRBCS3|OsRBCS5	Os12g0291400|Os12g0291100	LOC_Os12g19381
OsRBCS4	Os12g0292400	LOC_Os12g19470
OsRBD1	Os12g0100100	LOC_Os12g01010
Osrboh9|OsRBOHH	Os12g0541300	LOC_Os12g35610
OsrbohA|Osrboh2	Os01g0734200	LOC_Os01g53294
OsrbohB|Osrboh7	Os09g0438000	LOC_Os09g26660
OsrbohD|Osrboh5	Os05g0528000	LOC_Os05g45210
OsrbohE|Osrboh6	Os08g0453700|Os08g0453733|Os08g0453766	LOC_Os08g35210
OsRBR1	Os08g0538700	LOC_Os08g42600
OsrcaA1|OsrcaA2	Os11g0707000	LOC_Os11g47970
OsRCCR1	Os10g0389200	LOC_Os10g25030
OsRCI2-5	Os03g0286900	LOC_Os03g17790
OsRDCP1	Os04g0530500	LOC_Os04g44820
OsRDN	Os01g0272600	LOC_Os01g16600
OsRDR1	Os02g0736200	LOC_Os02g50330
OsRDR6|shl-2	Os01g0527600	LOC_Os01g34350
OsRecQ1	Os11g0672700	LOC_Os11g44910
OsRecQl4	Os04g0433800	LOC_Os04g35420
OsREM1.4	Os02g0642200	LOC_Os02g42880
OsREM4.1	Os07g0569100	LOC_Os07g38170
OsREX1-S	Os07g0573600	LOC_Os07g38600
OsRFPH2-10	Os08g0539300	LOC_Os08g42640
OsRH17	Os05g0110500	LOC_Os05g01990
OsRH2	Os01g0639100	LOC_Os01g45190
OsRH34	Os03g0566800	LOC_Os03g36930
OsRH36	Os07g0633500	LOC_Os07g43980
OsRHC1	Os03g0706900	LOC_Os03g49900
OsRHL1	Os06g0184000	LOC_Os06g08500
OsRHP1	Os08g0492500	LOC_Os08g38460
OsRING-1	Os02g0759400	LOC_Os02g52210
OsRINGC2-1	Os11g0102800	LOC_Os11g01190
OsRINGC2-2	Os12g0102400	LOC_Os12g01190
OSRIP18	Os07g0556800	LOC_Os07g37090
OsRLCK102	Os03g0170400	LOC_Os03g07430
OsRLCK107	Os03g0274800	LOC_Os03g16740
OsRLCK118	Os03g0821900	LOC_Os03g60710
OsRLCK176	Os05g0110900	LOC_Os05g02020
OsRLCK185	Os05g0372100	LOC_Os05g30870
OsRLCK253	Os08g0374600	LOC_Os08g28710
OsRLCK55	Os01g0936100	LOC_Os01g71000
OsRLCK57	Os01g0973500	LOC_Os01g74200
OsRLK2|OsNFR5	Os02g0193000	LOC_Os02g09960
OsRMC|OsRLK	Os04g0659300	LOC_Os04g56430
OsRML1	Os11g0168200	LOC_Os11g06750
OsRMR1	Os03g0167500	LOC_Os03g07130
OsRMT1	Os04g0603200	LOC_Os04g51400
OsRNAG	Os01g0386500	LOC_Os01g28970
OsRNS4|OsRRP	Os09g0537700	LOC_Os09g36680
OsROC1|OsMYBc	Os09g0299200	LOC_Os09g12770
OsRopGEF10|BGL	Os05g0454200	LOC_Os05g38000
OsRP1	Os11g0127900	LOC_Os11g03400
OsRPA1|OsRPA70b	Os03g0214100	LOC_Os03g11540
OsRPA14	Os01g0253600	LOC_Os01g14980
OsRPA1a	Os02g0776800	LOC_Os02g53680
OsRPA2|OsRPA32-1	Os02g0829100	LOC_Os02g58220
OsRPC53	Os04g0394500	LOC_Os04g32350
OsRPI|RPI	Os04g0306400	LOC_Os04g24140
OsRPK1	Os07g0602700	LOC_Os07g41140
OsRpl6-1	Os03g0725000	LOC_Os03g51510
OsRpoTm	Os09g0246200	LOC_Os09g07120
OsRpoTp	Os06g0652000	LOC_Os06g44230
OsRPT4	Os02g0199900	LOC_Os02g10640
OsRR1	Os04g0442300	LOC_Os04g36070
OsRR2	Os02g0557800	LOC_Os02g35180
OsRR22|HST1	Os06g0183100	LOC_Os06g08440
OsRR3	Os02g0830200	LOC_Os02g58350
OsRR4	Os01g0952500	LOC_Os01g72330
OsRR5	Os04g0524300	LOC_Os04g44280
OsRR6	Os04g0673300	LOC_Os04g57720
OsRR7	Os07g0449700	LOC_Os07g26720
OsRR8	Os08g0376700	LOC_Os08g28900
OsRR9	Os11g0143300	LOC_Os11g04720
OsRRK1	Os06g0693200	LOC_Os06g47820
OsRRM	Os09g0298700	LOC_Os09g12730
OsRRMh	Os09g0516300	LOC_Os09g34070
OsRTH1	Os01g0711600	LOC_Os01g51430
OsRTH2	Os05g0539800	LOC_Os05g46240
OsRTH3	Os03G0799500	LOC_Os03g58520
OsRZ1	Os03g0836200	LOC_Os03g61990
OsRZ2	Os07g0187300	LOC_Os07g08960
OsRZ3	Os03g0681900	LOC_Os03g47800
OsRZFP34	Os01g0719100	LOC_Os01g52110
OsSAC1	Os07g0116300	LOC_Os07g02520
OsSADR1	Os11g0175500	LOC_Os11g07450
OsSAG12	Os04g0208200	LOC_Os04g13140
OsSAG12-2	Os08g0556900	LOC_Os08g44270
OsSAL1|RHL	Os12g0183300	LOC_Os12g08280
OsSalT	Os01g0348900	LOC_Os01g24710
OsSAM2	Os01g0323600	LOC_Os01g22010
OsSAM3	Os01g0293000	LOC_Os01g18860
OsSAMDC	Os04g0498600	LOC_Os04g42095|LOC_Os04g42090
OsSAMS1	Os05g0135700	LOC_Os05g04510
OsSAP	None	LOC_Os09g01000
OsSAP1|OsPAP26	Os06g0643900	LOC_Os06g43640
OsSAP16	Os07g0569700	LOC_Os07g38240
OsSAPK8|SAPK8	Os03g0764800	LOC_Os03g55600
OsSar1a	Os01g0338000	LOC_Os01g23620
OsSar1b	Os12g0560300	LOC_Os12g37360
OsSar1c	Os01g0254000	LOC_Os01g15010
OsSar1d	Os06g0225000	LOC_Os06g12090
OsSARD1	Os08g0360300	LOC_Os08g27170
OsSAUR45	Os09g0546100	LOC_Os09g37400
Ossbf1	Os01g0645200	LOC_Os01g45750
OsSBP	Os01g0916400	LOC_Os01g68770
OsSCAMP1	Os07g0564600	LOC_Os07g37740
OsSCAR2	Os03g0298700	LOC_Os03g18710
OsSCL6-IIa	Os02g0663100	LOC_Os02g44370
OsSCL6-IIb	Os02g0662700	LOC_Os02g44360
OsSCL6-IIc	Os04g0555000	LOC_Os04g46860
OsSCP46	Os10g0101200	LOC_Os10g01134
OsSCR	Os12g0122000	LOC_Os12g02870
OsSDF2-1	Os08g0278900	LOC_Os08g17680
OsSDF2-2	Os08g0440500	LOC_Os08g34190
OsSDIR1	Os03g0272300	LOC_Os03g16570
OsSDR	Os07g0685800	LOC_Os07g48640
OsSec18	Os05g0519400	LOC_Os05g44310
OsSEC24	Os02g0809500	LOC_Os02g56500
OsSEC3A	Os03g0625700	LOC_Os03g42750
OsSEC3B	Os11g0276000	LOC_Os11g17600
OsSEND-1|OsSEND1	Os08g0101600	LOC_Os08g01130
OsSERK2	Os04g0457800	LOC_Os04g38480
OsSERK3	Os06g0225300	LOC_Os06g12120
OsSERK4|TMS10	Os02g0283800	LOC_Os02g18320
OsSET22|SDG728|OsSUVH8	Os05g0490700	LOC_Os05g41172
OsSFR6	Os10g0498700	LOC_Os10g35560
OsSGL	Os02g0134200	LOC_Os02g04130
OsSGO1	Os02g0799100	LOC_Os02g55570
OsSGRL	Os04g0692600	LOC_Os04g59610
OsSGS3	Os12g0197500	LOC_Os12g09580
OsSGT1	Os01g0624500	LOC_Os01g43540
OsSGT1	Os09g0518200	LOC_Os09g34250
OsSh1	Os03g0650000	LOC_Os03g44710
OsSHM1|OsSHMT1	Os03g0738400	LOC_Os03g52840
OsSHR1	Os07g0586900	LOC_Os07g39820
OsSHR2	Os03g0433200	LOC_Os03g31880
OsSIDP366	Os06g0693700	LOC_Os06g47860
OsSIG1	Os08g0163400	LOC_Os08g06630
OsSIG2A	Os11g0448400	LOC_Os11g26160
OsSIG5	Os05g0586600	LOC_Os05g50930
OsSIG6	Os08g0242800	LOC_Os08g14450
OsSIK1	Os06g0130100	LOC_Os06g03970
OsSIK2	Os07g0186200	LOC_Os07g08860
OsSIN	Os03g0346150|Os03g0346200	LOC_Os03g22510
OsSIPP2C1|OsPP2C68|OsPP108	Os09g0325700	LOC_Os09g15670
OsSIRK1	Os09g0356000	LOC_Os09g19140
OsSIRP1	Os05g0488800	LOC_Os05g40980
OsSIRP2	Os03g0798200	LOC_Os03g58390
OsSIZ1	Os05g0125000	LOC_Os05g03430
OsSIZ2	Os03g0719100	LOC_Os03g50980
OsSK1	Os02g0749300	LOC_Os02g51410
OsSK2	Os06g0225800	LOC_Os06g12150
OsSK3	Os04g0640600	LOC_Os04g54800
OsSK4|OsSKL1	Os01g0102600	LOC_Os01g01302
OsSKD1	Os01g0141100	LOC_Os01g04814
OsSKIPa	Os02g0759800	LOC_Os02g52250
OsSKOR	Os04g0445000	LOC_Os04g36740
OsSL	Os12g0268000	LOC_Os12g16720
OsSLRL1	Os01g0646300	LOC_Os01g45860
OsSLRL2	Os05g0574900	LOC_Os05g49930
OsSMCP1	Os07g0108400	LOC_Os07g01770
Ossmt1-1	Os07g0206700	LOC_Os07g10600
OsSMT1-2	Os03g0807600	LOC_Os03g59290
Ossmt2-1	Os03g0136200	LOC_Os03g04340
OsSNAP32	Os02g0437200	LOC_Os02g24080
OsSNAT1	Os05g0481000	LOC_Os05g40260
OsSNAT2	Os08g0102000	LOC_Os08g01170
OsSNDP1	Os10g0122600	LOC_Os10g03400
OsSNF7	Os06g0608500	LOC_Os06g40620
OsSnm1	Os04g0401800	LOC_Os04g32930
OsSOS2	Os06g0606000	LOC_Os06g40370
OsSOT1|STV11	Os11g0505300	LOC_Os11g30910
OsSP1	Os02g0665300	LOC_Os02g44590
OsSPDS1	Os07g0408700	LOC_Os07g22600
OsSPDS2	Os06g0528600	LOC_Os06g33710
OsSPL	Os05g0501800	LOC_Os05g42240
OsSPL1	Os01g0100900	LOC_Os01g01080
OsSPL13	Os07g0505200	LOC_Os07g32170
OsSPL14|IPA1|WFP	Os08g0509600	LOC_Os08g39890
OsSPL9	Os05g0408200	LOC_Os05g33810
OsSPO11-1|OsTOP6A1	Os03g0752200	LOC_Os03g54091
OsSpo11-4|OsSPO11D	Os12g0622500	LOC_Os12g42760
OsSpo11-5	Os11g0545300	LOC_Os11g34270
OsSPP	Os01g0376700	LOC_Os01g27880
OsSPP1	Os02g0117400	LOC_Os02g02530
OsSPP2	Os05g0436400	LOC_Os05g36070
Osspr1	Os01g0898300	LOC_Os01g67290
OsSPS11	Os11g0236100	LOC_Os11g12810
OsSPS2	Os05g0582300	LOC_Os05g50550
Osspt16	Os04g0321600	LOC_Os04g25550
OsSPX-MFS1|OsPSS1	Os04g0573000	LOC_Os04g48390
OsSPX-MFS2	Os02g0678200	LOC_Os02g45520
OsSPX-MFS3|OsPSS3	Os06g0129400	LOC_Os06g03860
OsSPX-MFS4|OSPSS4	Os09g0521800	LOC_Os09g34990
OsSPX1	Os06g0603600	LOC_Os06g40120
OsSPX2	Os02g0202200	LOC_Os02g10780
OsSPX3	Os10g0392600	LOC_Os10g25310
OsSPX4	Os03g0827500	LOC_Os03g61200
OsSPX5	Os03g0406100	LOC_Os03g29250
OsSPX6	None	LOC_Os07g42330
OsSPY	Os08g0559300	LOC_Os08g44510
OsSQD2|OsSQD2.2	Os01g0142300	LOC_Os01g04920
OsSRFP1	Os03g0348900	LOC_Os03g22680
OsSRK	Os02g0194400	LOC_Os02g10100
OsSRO1a	Os10g0577800	LOC_Os10g42710
OsSRO1c	Os03g0230300	LOC_Os03g12820
OsSRT1	Os04g0271000	LOC_Os04g20270
OsSrx	Os06g0174300	LOC_Os06g07760
OsSSI|SSS1	Os06g0160700	LOC_Os06g06560
OsSSI2	Os01g0919900	LOC_Os01g69080
OsSSIIIa|Flo5	Os08g0191433	LOC_Os08g09230
OsSSIVb	Os05g0533600	LOC_Os05g45720
OsSta2	Os02g0655200	LOC_Os02g43820
OsSTE1|OsDWF7	Os01g0134500	LOC_Os01g04260
OsSTK1	Os01g0832900	LOC_Os01g61620
OsSTN8	Os05g0480000	LOC_Os05g40180
OsSTRL2	Os03g0263600	LOC_Os03g15710
OsSub42|OsSP2	Os04g0543700	LOC_Os04g45960
OsSUI1|OsPSS	Os01g0118300	LOC_Os01g02890
OsSULTR3;3	Os04g0652400	LOC_Os04g55800
OsSUS5	Os04g0309600	LOC_Os04g24430
OsSUS7	Os04g0249500	LOC_Os04g17650
OsSUT1	Os03g0170900	LOC_Os03g07480
OsSUT2|OsSUT2M	Os12g0641400	LOC_Os12g44380
OsSUT3	Os10g0404500	LOC_Os10g26470
OsSUT4	Os02g0827200	LOC_Os02g58080
OsSUT5|OsSUT5Z	Os02g0576600	LOC_Os02g36700
OsSUV3|SUV3	Os03g0746500	LOC_Os03g53500
OsSWAP70A	Os03g0666200	LOC_Os03g46340
OsSWAP70B	Os07g0138100	LOC_Os07g04550
OsSWEET15	Os02g0513100	LOC_Os02g30910
OsSWEET4	Os02g0301100	LOC_Os02g19820
OsSWEET5	Os05g0588500	LOC_Os05g51090
OsSWI3C|OsCHB705|CHB705	Os11g0183700	LOC_Os11g08080
OsSWIB	Os04g0382100	LOC_Os04g31320
OsSWN1	Os06g0131700	LOC_Os06g04090
OsSWN2	Os08g0115800	LOC_Os08g02300
OsSWN3	Os08g0103900	LOC_Os08g01330
OsSWN4	Os10g0532000	LOC_Os10g38834
OsSWN5	Os03g0127200	LOC_Os03g03540
OsSWN6	Os04g0536500	LOC_Os04g45340
OsSWN7	Os06g0104200	LOC_Os06g01480
OsSYD|CHR720	None	LOC_Os06g14410
OsSYP71	Os05g0553700	LOC_Os05g48020
OsTAGG1|Os4BGlu13	Os04g0474900	LOC_Os04g39900
OsTAR1	Os05g0169300	LOC_Os05g07720
OsTATC	Os01g0501700	LOC_Os01g31680
OsTB1|FC1|SCM3	Os03g0706500	LOC_Os03g49880
OsTBL1	Os12g0106300	LOC_Os12g01560
OsTBL2	Os11g0107000	LOC_Os11g01570
OsTBP2	Os03g0657000	LOC_Os03g45410
OsTCHQD1	Os04g0435500	LOC_Os04g35560
OsTCP19	Os06g0226700	LOC_Os06g12230
OsTCP21	Os07g0152000	LOC_Os07g05720
OsTCTP	Os11g0660500	LOC_Os11g43900
OsTDF1	Os03g0296000	LOC_Os03g18480
OsTDL1A|MIL2	Os12g0472500	LOC_Os12g28750
OsTDL1B	Os10g0207500	LOC_Os10g14020
OsTEF1	Os02g0134300	LOC_Os02g04160
OsTERT	Os12g0293100	LOC_Os12g19549
OSTF1	Os01g0788800	LOC_Os01g57890
OsTFIIB	Os09g0534800	LOC_Os09g36440
OsTFIIF2-1	Os05g0509900	LOC_Os05g43450
OsTFIIF2-2	Os01g0772200	LOC_Os01g56550
OsTFX1	Os09g0474000	LOC_Os09g29820
OsTGA10	Os09g0489500	LOC_Os09g31390
OsTGA912	Os12g0152900	LOC_Os12g05680
OsTGAP1|OsbZIP37	Os04g0637000	LOC_Os04g54474
OsTIG	Os06g0308000	LOC_Os06g20320
OsTIR1	Os05g0150500	LOC_Os05g05800
OsTK	Os06g0133800	LOC_Os06g04270
OsTKPR1|OsDFR2|OS-DFR2	Os09g0493500	LOC_Os09g32020
OsTLP27	Os01g0102300	LOC_Os01g01280
OsTMK	Os03g0717000	LOC_Os03g50810
OsTMT1	Os10g0539900	LOC_Os10g39440
OsTMT2	Os02g0229400	LOC_Os02g13560
OsTOP1	Os08g0154600	LOC_Os08g05840
OsTOP6A3	Os03g0284800	LOC_Os03g17610
OsTOP6B	Os09g0279600	LOC_Os09g10770
OsTPC1	Os01g0678500	LOC_Os01g48680
OsTPKa	Os03g0752300	LOC_Os03g54100
OsTPKb	Os07g0108800	LOC_Os07g01810
OsTPL|ASP1|OsLIS-L1	Os08g0162100	LOC_Os08g06480
OsTPP1	Os02g0661100	LOC_Os02g44230
OsTPP2	Os06g0222100	LOC_Os06g11840
OsTPP7	Os09g0369400	LOC_Os09g20390
OsTPS1	Os05g0518600	LOC_Os05g44210
OsTPS19	Os04g0340300	LOC_Os04g27190
OsTPS20	Os04g0341500	LOC_Os04g27340
OsTPS24	Os04g0345400	LOC_Os04g27790
OsTPS3	Os01g0730300	LOC_Os01g53000
OsTRBF1	Os01g0589300	LOC_Os01g40670
OsTRBF2	Os12g0613300	LOC_Os12g41920
OsTRBF3	Os01g0708000	LOC_Os01g51154
OsTRE1	Os10g0521000	LOC_Os10g37660
OsTRM13	Os03g0833200	LOC_Os03g61750
OsTrx1|SDG723	Os09g0134500	LOC_Os09g04890
OsTrx15	Os04g0629500	LOC_Os04g53740
OsTRX2	Os01g0913000	LOC_Os01g68480
OsTrx23|OsTRXh1	Os07g0186000	LOC_Os07g08840
OsTrxh4	Os03g0800700	LOC_Os03g58630
Ostrxm	Os12g0188700	LOC_Os12g08730
OsTRXZ	Os08g0378900	LOC_Os08g29110
OsTSA|pOsTSA	Os07g0182100	LOC_Os07g08430
OsTSD2|OsQUA2	Os02g0755000	LOC_Os02g51860
OsTT1|OsPAB1	Os03g0387100	LOC_Os03g26970
Ostub16	Os01g0805900	LOC_Os01g59150
OsTUB8	Os03g0661300	LOC_Os03g45920
OsTubA1	Os03g0726100	LOC_Os03g51600
OsTudor-SN	Os02g0523500	LOC_Os02g32350
OsTVLP1	Os03g0715500	LOC_Os03g50740
OsTZF1	Os05g0195101	LOC_Os05g10670
OsU11|U12-31K	Os09g0549500	LOC_Os09g37720
OsUAH	Os12g0597500	LOC_Os12g40550
OsUAM1	Os03g0599800	LOC_Os03g40270
OsUAM2	Os04g0660400	LOC_Os04g56520
OsUAM3	Os07g0604800	LOC_Os07g41360
OsUAP1|SPL29	Os08g0206900	LOC_Os08g10600
OsUBC13	Os01g0673600	LOC_Os01g48280
OsUBC5a	Os01g0658400	LOC_Os01g46926
OsUBC5b	Os02g0261100	LOC_Os02g16040
OsUbDKgamma4	Os02g0290500	LOC_Os02g18840
OsUBI5|UBQ5	Os01g0328400	LOC_Os01g22490
OsUBP6	Os01g0550100	LOC_Os01g36930
OsUCL8	Os03g0709100	LOC_Os03g50140
OsUCP2	Os11g0707800	LOC_Os11g48040
OsUgp1|Ugp1|UGPase1	Os09g0553200	LOC_Os09g38030
OsUgp2|Ugp2	Os02g0117700	LOC_Os02g02560
OsUGT1	Os04g0692000	LOC_Os04g59550
OsUGT2	Os08g0104900	LOC_Os08g01410
OsUGT3	Os07g0581000	LOC_Os07g39280
OsUGT4	Os06g0593100	LOC_Os06g39260
OsULT1	Os01g0780800	LOC_Os01g57240
OsUPS	Os03g0240600	LOC_Os03g13740
OsUsp1	Os07g0673400	LOC_Os07g47620
OsV4	Os04g0475500	LOC_Os04g39970
OsV5B	Os08g0416900	LOC_Os08g32130
OsVAL2	Os07g0679700	LOC_Os07g48200
OsVAMP714	Os10g0154000	LOC_Os10g06540
OsVHA	None	None
OsVIL1	Os08g0220600	LOC_Os08g12430
OsVIL2	Os12g0533500	LOC_Os12g34850
OsVIL4	Os05g0145400	LOC_Os05g05310
OsVIT1	Os04g0463400	LOC_Os04g38940
OsVIT2	Os09g0396900	LOC_Os09g23300
OsVOZ2	Os05g0515700	LOC_Os05g43950
OSVP1|VP1	Os01g0911700	LOC_Os01g68370
OsVPE2	Os01g0559600	LOC_Os01g37910
OsVPE3|REP-2	Os02g0644000	LOC_Os02g43010
OsVPE4	Os05g0593900	LOC_Os05g51570
OsVPS2	Os03g0639800	LOC_Os03g43860
OsVPS22	Os09g0529700	LOC_Os09g36020
OsVTC1-3|OsMPG3	Os03g0268400	LOC_Os03g16150
OsVTC1-8	Os08g0237200	LOC_Os08g13930
OsVTE1	Os02g0276500	LOC_Os02g17650
OsWAK1	Os11g0690066	None
OsWAK112d	Os10g0180800	LOC_Os10g10130
OsWAK14	Os02g0632800	LOC_Os02g42150
OsWAK25	Os03g0225700	LOC_Os03g12470
OsWAK90	Os09g0561482	LOC_Os09g38840
OsWAK92	Os09g0562600	LOC_Os09g38910
OsWDR5a	Os03g0725400	LOC_Os03g51550
OsWIP6	Os09g0485500	LOC_Os09g31140
OsWJUMK1|OsMPK12|OsBWMK1	Os06g0708000	LOC_Os06g49430
OsWNK9	Os12g0162100	LOC_Os12g06490
OsWOX4	Os04g0649400	LOC_Os04g55590
OsWR1	Os02g0202000	LOC_Os02g10760
OsWRKY11	Os01g0626400	LOC_Os01g43650
OsWRKY12	Os01g0624700	LOC_Os01g43550
OsWRKY13|WRKY13	Os01g0750100	LOC_Os01g54600
OsWRKY14|OsWRKY33	Os01g0730700	LOC_Os01g53040
OsWRKY22	Os01g0820400	LOC_Os01g60490
OsWRKY23	Os01g0734000	LOC_Os01g53260
OsWRKY24	Os01g0826400	LOC_Os01g61080
OsWRKY28	Os06g0649000	LOC_Os06g44010
OsWRKY30	Os08g0499300	LOC_Os08g38990
OsWRKY31	Os06g0504900	LOC_Os06g30860
OsWRKY4	Os03g0758900|Os03g0758950	LOC_Os03g55164
OsWRKY42|WRKY42	Os02g0462800	LOC_Os02g26430
OsWRKY45|WRKY45	Os05g0322900	LOC_Os05g25770
OsWRKY47	Os07g0680400	LOC_Os07g48260
OsWRKY51	Os04g0287400	LOC_Os04g21950
OsWRKY53	Os05g0343400	LOC_Os05g27730
OsWRKY55|WRKY55a|WRKY55b	Os03g0321700	LOC_Os03g20550
OsWRKY6	Os03g0798500	LOC_Os03g58420
OsWRKY62	Os09g0417800	LOC_Os09g25070
OsWRKY67	Os05g0183100	LOC_Os05g09020
OsWRKY71	Os02g0181300	LOC_Os02g08440
OsWRKY72	Os11g0490900	LOC_Os11g29870
OsWRKY74	Os09g0334500	LOC_Os09g16510
OsWRKY76	Os09g0417600	LOC_Os09g25060
OsWRKY78	Os07g0583700	LOC_Os07g39480
OsWRKY8	Os05g0583000	LOC_Os05g50610
OsWRKY80	Os09g0481700	LOC_Os09g30400
OsWRKY82	None	None
OsWRKY89	Os11g0117400	LOC_Os11g02520
OsWS1	Os04g0481900	LOC_Os04g40590
OsWSL3	Os10g0462800	LOC_Os10g32540
OsXIP	Os05g0247800	LOC_Os05g15880
OsXPB2	Os01g0691600	LOC_Os01g49680
OsXRCC1	Os06g0144000	LOC_Os06g05190
OsXrn4	None	None
OsXTH8	Os08g0237000	LOC_Os08g13920
OsXTR1|XTH2	Os11g0539200	LOC_Os11g33270
OsXXT1	Os03g0300000	LOC_Os03g18820
OsXylT|RCN11	Os08g0503800	LOC_Os08g39380
OsYABBY1|OsYAB1	Os07g0160100	LOC_Os07g06620
OsYABBY3|OsYAB4	Os10g0508300	LOC_Os10g36420
OsYABBY4	Os02g0643200	LOC_Os02g42950
OsYABBY5|OsYAB3|TOB1	Os04g0536300	LOC_Os04g45330
OsYABBY6|OsYAB5	Os12g0621100	LOC_Os12g42610
OsYABBY7	Os07g0571800	LOC_Os07g38410
OsYchF1	Os08g0199300	LOC_Os08g09940
OsYSL12	Os04g0524600	LOC_Os04g44320
OsYSL13	Os04g0524500	LOC_Os04g44300
OsYSL15	Os02g0650300	LOC_Os02g43410
OsYSL16	Os04g0542800	LOC_Os04g45900
OsYSL18	Os01g0829900	LOC_Os01g61390
OsYSL2	Os02g0649900	LOC_Os02g43370
OsYSL6	Os04g0390500	LOC_Os04g32050
OsYSL9	Os04g0542200	LOC_Os04g45860
OsYUC11	Os12g0189500	LOC_Os12g08780
OsYUC12	Os02g0272200	LOC_Os02g17230
